probe_id,probe_version,probe_type,matched_group_id,condition_id,length_match_id,template_id,length_band,evidence_type,outcome,correct_target,name_id,name,object_id,object,numeric_case_id,unit,unit_id,unit_notation,unit_match_id,initial_distance,final_distance,signed_distance_change,movement_distance,object_stationary,passes_object,reference_order_id,wording_id,Context,Target1,Target2,Target3,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,Target3_word_count,Target3_char_count,Target3_token_count,Target3_conditional_token_count,probe_row_index
name_0__obj_cone__num_02__explicit_distance__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02,explicit_distance,name_0__obj_cone__num_02__explicit_distance__unchanged,distance_standard,standard,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__explicit_distance__unchanged,30,30,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 30 metres from a stationary cone. Maya is now 30 metres from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,41
name_0__obj_cone__num_02__explicit_distance__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02__expanded,explicit_distance,name_0__obj_cone__num_02__explicit_distance__closer,distance_expanded,expanded,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__explicit_distance__closer__expanded,30,24,-6,6,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 30 metres from a cone that remained stationary. The distance between Maya and that cone is now 24 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,42
name_0__obj_cone__num_02__explicit_distance__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02__expanded,explicit_distance,name_0__obj_cone__num_02__explicit_distance__farther,distance_expanded,expanded,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__explicit_distance__farther__expanded,30,36,6,6,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 30 metres from a cone that remained stationary. The distance between Maya and that cone is now 36 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,43
name_0__obj_cone__num_02__explicit_distance__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02__expanded,explicit_distance,name_0__obj_cone__num_02__explicit_distance__unchanged,distance_expanded,expanded,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__explicit_distance__unchanged__expanded,30,30,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 30 metres from a cone that remained stationary. The distance between Maya and that cone is now 30 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,22,125,25,9,43,11,10,9,46,11,10,12,57,14,13,44
name_0__obj_cone__num_02__movement_description__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02__compact,movement_description,name_0__obj_cone__num_02__movement_description__closer,movement_compact,compact,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__movement_description__closer__compact,30,24,-6,6,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 30 metres from a stationary cone, Maya walked 6 metres directly toward it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,14,83,16,9,43,11,10,9,46,11,10,12,57,14,13,45
name_0__obj_cone__num_02__movement_description__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02__compact,movement_description,name_0__obj_cone__num_02__movement_description__farther,movement_compact,compact,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__movement_description__farther__compact,30,36,6,6,True,False,person_relative_to_object,closer_farther_same_distance,"Starting 30 metres from a stationary cone, Maya walked 6 metres directly away from it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,15,86,17,9,43,11,10,9,46,11,10,12,57,14,13,46
name_0__obj_cone__num_02__movement_description__closer,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02,movement_description,name_0__obj_cone__num_02__movement_description__closer,movement_standard,standard,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__movement_description__closer,30,24,-6,6,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 30 metres from a stationary cone. Maya walked 6 metres directly toward the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,89,19,9,43,11,10,9,46,11,10,12,57,14,13,47
name_0__obj_cone__num_02__movement_description__farther,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02,movement_description,name_0__obj_cone__num_02__movement_description__farther,movement_standard,standard,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__movement_description__farther,30,36,6,6,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 30 metres from a stationary cone. Maya walked 6 metres directly away from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,17,92,20,9,43,11,10,9,46,11,10,12,57,14,13,48
name_0__obj_cone__num_02__movement_description__closer__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02__expanded,movement_description,name_0__obj_cone__num_02__movement_description__closer,movement_expanded,expanded,directed_movement_inference,closer,Target1,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__movement_description__closer__expanded,30,24,-6,6,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 30 metres from a cone that remained stationary. From that starting position, Maya walked 6 metres directly toward the cone.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,23,143,27,9,43,11,10,9,46,11,10,12,57,14,13,49
name_0__obj_cone__num_02__movement_description__farther__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02__expanded,movement_description,name_0__obj_cone__num_02__movement_description__farther,movement_expanded,expanded,directed_movement_inference,farther,Target2,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__movement_description__farther__expanded,30,36,6,6,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 30 metres from a cone that remained stationary. From that starting position, Maya walked 6 metres directly away from the cone.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,24,146,28,9,43,11,10,9,46,11,10,12,57,14,13,50
name_0__obj_cone__num_02__orientation_control__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02__compact,orientation_control,name_0__obj_cone__num_02__orientation_control__unchanged,orientation_compact,compact,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__orientation_control__unchanged__compact,30,30,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya, 30 metres from a stationary cone, turned around in place.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,11,63,15,9,43,11,10,9,46,11,10,12,57,14,13,51
name_0__obj_cone__num_02__orientation_control__unchanged,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02,orientation_control,name_0__obj_cone__num_02__orientation_control__unchanged,orientation_standard,standard,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__orientation_control__unchanged,30,30,0,0,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 30 metres from a stationary cone. Maya turned around without changing position.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,14,88,17,9,43,11,10,9,46,11,10,12,57,14,13,52
name_0__obj_cone__num_02__orientation_control__unchanged__expanded,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_02__expanded,orientation_control,name_0__obj_cone__num_02__orientation_control__unchanged,orientation_expanded,expanded,rotation_without_translation_inference,unchanged,Target3,name_0,Maya,obj_cone,cone,num_02,metres,unit_metres,word,name_0__obj_cone__num_02__orientation_control__unchanged__expanded,30,30,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Initially, Maya was 30 metres from a cone that remained stationary. Maya then turned to face the opposite direction, keeping both feet in the same place.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,26,153,30,9,43,11,10,9,46,11,10,12,57,14,13,53
name_0__obj_cone__num_03__explicit_distance__closer__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_03__compact,explicit_distance,name_0__obj_cone__num_03__explicit_distance__closer,distance_compact,compact,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_03,metres,unit_metres,word,name_0__obj_cone__num_03__explicit_distance__closer__compact,35,31,-4,4,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 35 metres, now 31 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,54
name_0__obj_cone__num_03__explicit_distance__farther__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_03__compact,explicit_distance,name_0__obj_cone__num_03__explicit_distance__farther,distance_compact,compact,explicit_distance_comparison,farther,Target2,name_0,Maya,obj_cone,cone,num_03,metres,unit_metres,word,name_0__obj_cone__num_03__explicit_distance__farther__compact,35,39,4,4,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 35 metres, now 39 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,55
name_0__obj_cone__num_03__explicit_distance__unchanged__compact,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_03__compact,explicit_distance,name_0__obj_cone__num_03__explicit_distance__unchanged,distance_compact,compact,explicit_distance_comparison,unchanged,Target3,name_0,Maya,obj_cone,cone,num_03,metres,unit_metres,word,name_0__obj_cone__num_03__explicit_distance__unchanged__compact,35,35,0,0,True,False,person_relative_to_object,closer_farther_same_distance,"Maya's distance from the stationary cone: initially 35 metres, now 35 metres.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,13,77,17,9,43,11,10,9,46,11,10,12,57,14,13,56
name_0__obj_cone__num_03__explicit_distance__closer,1.2,closer_farther_initial_conditions,name_0__obj_cone__num_03,explicit_distance,name_0__obj_cone__num_03__explicit_distance__closer,distance_standard,standard,explicit_distance_comparison,closer,Target1,name_0,Maya,obj_cone,cone,num_03,metres,unit_metres,word,name_0__obj_cone__num_03__explicit_distance__closer,35,31,-4,4,True,False,person_relative_to_object,closer_farther_same_distance,Maya was 35 metres from a stationary cone. Maya is now 31 metres from the cone.,Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,Maya is now at the same distance from the cone as before.,16,79,19,9,43,11,10,9,46,11,10,12,57,14,13,57
