control,base_probe_id,variant_probe_id
axis,north_south__static_adjacent__numeric__expanded__reference_first__reference_first,east_west__static_adjacent__numeric__expanded__reference_first__reference_first
location_list_order,north_south__static_adjacent__numeric__expanded__reference_first__reference_first,north_south__static_adjacent__numeric__expanded__reference_first__reference_first__list_positive_to_negative
numeric_label_order,north_south__static_adjacent__numeric__expanded__reference_first__reference_first,north_south__static_adjacent__numeric__expanded__reference_first__reference_first__labels_decreasing
axis,north_south__static_adjacent__numeric__expanded__reference_first__reference_first__labels_decreasing,east_west__static_adjacent__numeric__expanded__reference_first__reference_first__labels_decreasing
location_list_order,north_south__static_adjacent__numeric__expanded__reference_first__reference_first__labels_decreasing,north_south__static_adjacent__numeric__expanded__reference_first__reference_first__list_positive_to_negative__labels_decreasing
evidence_format,north_south__static_adjacent__numeric__expanded__reference_first__reference_first__list_positive_to_negative,north_south__static_adjacent__named_locations__expanded__reference_first__reference_first__list_positive_to_negative
axis,north_south__static_adjacent__numeric__expanded__reference_first__reference_first__list_positive_to_negative,east_west__static_adjacent__numeric__expanded__reference_first__reference_first__list_positive_to_negative
numeric_label_order,north_south__static_adjacent__numeric__expanded__reference_first__reference_first__list_positive_to_negative,north_south__static_adjacent__numeric__expanded__reference_first__reference_first__list_positive_to_negative__labels_decreasing
axis,north_south__static_adjacent__numeric__expanded__reference_first__reference_first__list_positive_to_negative__labels_decreasing,east_west__static_adjacent__numeric__expanded__reference_first__reference_first__list_positive_to_negative__labels_decreasing
length_band,north_south__static_adjacent__named_locations__compact,north_south__static_adjacent__named_locations__standard
length_band,north_south__static_adjacent__named_locations__compact,north_south__static_adjacent__named_locations__expanded
axis,north_south__static_adjacent__named_locations__compact,east_west__static_adjacent__named_locations__compact
context_entity_order,north_south__static_adjacent__named_locations__compact,north_south__static_adjacent__named_locations__compact__reference_first__target_first
target_entity_order,north_south__static_adjacent__named_locations__compact,north_south__static_adjacent__named_locations__compact__target_first__reference_first
location_list_order,north_south__static_adjacent__named_locations__compact,north_south__static_adjacent__named_locations__compact__list_positive_to_negative
length_band,north_south__static_adjacent__named_locations__compact__list_positive_to_negative,north_south__static_adjacent__named_locations__standard__list_positive_to_negative
length_band,north_south__static_adjacent__named_locations__compact__list_positive_to_negative,north_south__static_adjacent__named_locations__expanded__list_positive_to_negative
axis,north_south__static_adjacent__named_locations__compact__list_positive_to_negative,east_west__static_adjacent__named_locations__compact__list_positive_to_negative
context_entity_order,north_south__static_adjacent__named_locations__compact__list_positive_to_negative,north_south__static_adjacent__named_locations__compact__reference_first__target_first__list_positive_to_negative
target_entity_order,north_south__static_adjacent__named_locations__compact__list_positive_to_negative,north_south__static_adjacent__named_locations__compact__target_first__reference_first__list_positive_to_negative
length_band,north_south__static_adjacent__named_locations__compact__target_first__reference_first,north_south__static_adjacent__named_locations__standard__target_first__reference_first
length_band,north_south__static_adjacent__named_locations__compact__target_first__reference_first,north_south__static_adjacent__named_locations__expanded__target_first__reference_first
axis,north_south__static_adjacent__named_locations__compact__target_first__reference_first,east_west__static_adjacent__named_locations__compact__target_first__reference_first
context_entity_order,north_south__static_adjacent__named_locations__compact__target_first__reference_first,north_south__static_adjacent__named_locations__compact__reference_first__reference_first
location_list_order,north_south__static_adjacent__named_locations__compact__target_first__reference_first,north_south__static_adjacent__named_locations__compact__target_first__reference_first__list_positive_to_negative
length_band,north_south__static_adjacent__named_locations__compact__target_first__reference_first__list_positive_to_negative,north_south__static_adjacent__named_locations__standard__target_first__reference_first__list_positive_to_negative
length_band,north_south__static_adjacent__named_locations__compact__target_first__reference_first__list_positive_to_negative,north_south__static_adjacent__named_locations__expanded__target_first__reference_first__list_positive_to_negative
axis,north_south__static_adjacent__named_locations__compact__target_first__reference_first__list_positive_to_negative,east_west__static_adjacent__named_locations__compact__target_first__reference_first__list_positive_to_negative
context_entity_order,north_south__static_adjacent__named_locations__compact__target_first__reference_first__list_positive_to_negative,north_south__static_adjacent__named_locations__compact__reference_first__reference_first__list_positive_to_negative
length_band,north_south__static_adjacent__named_locations__compact__reference_first__target_first,north_south__static_adjacent__named_locations__standard__reference_first__target_first
length_band,north_south__static_adjacent__named_locations__compact__reference_first__target_first,north_south__static_adjacent__named_locations__expanded__reference_first__target_first
axis,north_south__static_adjacent__named_locations__compact__reference_first__target_first,east_west__static_adjacent__named_locations__compact__reference_first__target_first
target_entity_order,north_south__static_adjacent__named_locations__compact__reference_first__target_first,north_south__static_adjacent__named_locations__compact__reference_first__reference_first
location_list_order,north_south__static_adjacent__named_locations__compact__reference_first__target_first,north_south__static_adjacent__named_locations__compact__reference_first__target_first__list_positive_to_negative
