probe_id,probe_type,probe_version,matched_group_id,length_match_id,condition_id,template_id,length_band,evidence_type,numeric_information,trajectory_constraint_id,object_stationary,passes_object,reference_stationarity,no_overshoot_status,interpretation_basis,template_family,name_id,name,object_id,object,outcome,direction,correct_target,Context,Target1,Target2,Context_word_count,Context_char_count,Context_token_count,Target1_word_count,Target1_char_count,Target1_token_count,Target1_conditional_token_count,Target2_word_count,Target2_char_count,Target2_token_count,Target2_conditional_token_count,probe_row_index,numeric_case_id,unit_id,initial_distance,movement_distance,final_distance
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_00__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_00__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_00__unit_inches,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 18 inches from a stationary cone, Maya walked 5 inches directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,117,22,9,43,11,10,9,46,11,10,38,num_00,unit_inches,18,5,23
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_01__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_01__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_01__unit_metres,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 85 metres from a stationary cone, Maya walked 12 metres directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,118,22,9,43,11,10,9,46,11,10,39,num_01,unit_metres,85,12,97
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_01__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_01__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_01__unit_ft,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 85 ft from a stationary cone, Maya walked 12 ft directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,110,22,9,43,11,10,9,46,11,10,40,num_01,unit_ft,85,12,97
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_01__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_01__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_01__unit_inches,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 85 inches from a stationary cone, Maya walked 12 inches directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,118,22,9,43,11,10,9,46,11,10,41,num_01,unit_inches,85,12,97
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_02__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_02__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_02__unit_metres,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 30 metres from a stationary cone, Maya walked 6 metres directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,117,22,9,43,11,10,9,46,11,10,42,num_02,unit_metres,30,6,36
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_02__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_02__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_02__unit_ft,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 30 ft from a stationary cone, Maya walked 6 ft directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,109,22,9,43,11,10,9,46,11,10,43,num_02,unit_ft,30,6,36
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_02__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_02__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_02__unit_inches,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 30 inches from a stationary cone, Maya walked 6 inches directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,117,22,9,43,11,10,9,46,11,10,44,num_02,unit_inches,30,6,36
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_03__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_03__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_03__unit_metres,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 35 metres from a stationary cone, Maya walked 4 metres directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,117,22,9,43,11,10,9,46,11,10,45,num_03,unit_metres,35,4,39
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_03__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_03__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_03__unit_ft,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 35 ft from a stationary cone, Maya walked 4 ft directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,109,22,9,43,11,10,9,46,11,10,46,num_03,unit_ft,35,4,39
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_03__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_03__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_03__unit_inches,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 35 inches from a stationary cone, Maya walked 4 inches directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,117,22,9,43,11,10,9,46,11,10,47,num_03,unit_inches,35,4,39
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_04__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_04__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_04__unit_metres,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 53 metres from a stationary cone, Maya walked 32 metres directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,118,22,9,43,11,10,9,46,11,10,48,num_04,unit_metres,53,32,85
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_04__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_04__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_04__unit_ft,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 53 ft from a stationary cone, Maya walked 32 ft directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,110,22,9,43,11,10,9,46,11,10,49,num_04,unit_ft,53,32,85
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_04__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_04__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_04__unit_inches,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 53 inches from a stationary cone, Maya walked 32 inches directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,118,22,9,43,11,10,9,46,11,10,50,num_04,unit_inches,53,32,85
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_05__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_05__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_05__unit_metres,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 54 metres from a stationary cone, Maya walked 32 metres directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,118,22,9,43,11,10,9,46,11,10,51,num_05,unit_metres,54,32,86
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_05__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_05__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_05__unit_ft,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 54 ft from a stationary cone, Maya walked 32 ft directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,110,22,9,43,11,10,9,46,11,10,52,num_05,unit_ft,54,32,86
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_05__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_05__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_05__unit_inches,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 54 inches from a stationary cone, Maya walked 32 inches directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,118,22,9,43,11,10,9,46,11,10,53,num_05,unit_inches,54,32,86
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_06__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_06__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_06__unit_metres,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 59 metres from a stationary cone, Maya walked 10 metres directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,118,22,9,43,11,10,9,46,11,10,54,num_06,unit_metres,59,10,69
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_06__unit_ft,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_06__unit_ft,numeric_aligned_v1_1__name_0__obj_cone__farther__num_06__unit_ft,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 59 ft from a stationary cone, Maya walked 10 ft directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,110,22,9,43,11,10,9,46,11,10,55,num_06,unit_ft,59,10,69
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_06__unit_inches,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_06__unit_inches,numeric_aligned_v1_1__name_0__obj_cone__farther__num_06__unit_inches,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 59 inches from a stationary cone, Maya walked 10 inches directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,118,22,9,43,11,10,9,46,11,10,56,num_06,unit_inches,59,10,69
numeric_aligned_v1_1__name_0__obj_cone__compact__farther__num_07__unit_metres,closer_farther_non_numeric_movement,1.3,numeric_aligned_v1_1__name_0__obj_cone__compact__num_07__unit_metres,numeric_aligned_v1_1__name_0__obj_cone__farther__num_07__unit_metres,numeric_aligned_movement,aligned_compact,compact,directed_movement_inference,specific,without_reaching_or_passing,True,False,explicit,explicit,explicit_trajectory_constraints,aligned_distance_phrases,name_0,Maya,obj_cone,cone,farther,away from,Target2,"Starting 48 metres from a stationary cone, Maya walked 26 metres directly away from it without reaching or passing it.",Maya is now closer to the cone than before.,Maya is now farther from the cone than before.,20,118,22,9,43,11,10,9,46,11,10,57,num_07,unit_metres,48,26,74
