control,base_probe_id,variant_probe_id,event_family,case_id,object_pair_id,evidence_type,length_band
evidence_type,static_outer__cup_box__named_shelves__standard__reference_first__reference_first,static_outer__cup_box__numbered_floors__standard__reference_first__reference_first,static_placement,static_outer,cup_box,named_shelves,standard
context_entity_order,static_outer__cup_box__named_shelves__expanded__target_first__target_first,static_outer__cup_box__named_shelves__expanded__reference_first__target_first,static_placement,static_outer,cup_box,named_shelves,expanded
target_entity_order,static_outer__cup_box__named_shelves__expanded__target_first__target_first,static_outer__cup_box__named_shelves__expanded__target_first__reference_first,static_placement,static_outer,cup_box,named_shelves,expanded
evidence_type,static_outer__cup_box__named_shelves__expanded__target_first__target_first,static_outer__cup_box__measured_height__expanded__target_first__target_first,static_placement,static_outer,cup_box,named_shelves,expanded
evidence_type,static_outer__cup_box__named_shelves__expanded__target_first__target_first,static_outer__cup_box__numbered_steps__expanded__target_first__target_first,static_placement,static_outer,cup_box,named_shelves,expanded
evidence_type,static_outer__cup_box__named_shelves__expanded__target_first__target_first,static_outer__cup_box__numbered_floors__expanded__target_first__target_first,static_placement,static_outer,cup_box,named_shelves,expanded
context_entity_order,static_outer__cup_box__named_shelves__expanded__target_first__reference_first,static_outer__cup_box__named_shelves__expanded__reference_first__reference_first,static_placement,static_outer,cup_box,named_shelves,expanded
evidence_type,static_outer__cup_box__named_shelves__expanded__target_first__reference_first,static_outer__cup_box__measured_height__expanded__target_first__reference_first,static_placement,static_outer,cup_box,named_shelves,expanded
evidence_type,static_outer__cup_box__named_shelves__expanded__target_first__reference_first,static_outer__cup_box__numbered_steps__expanded__target_first__reference_first,static_placement,static_outer,cup_box,named_shelves,expanded
evidence_type,static_outer__cup_box__named_shelves__expanded__target_first__reference_first,static_outer__cup_box__numbered_floors__expanded__target_first__reference_first,static_placement,static_outer,cup_box,named_shelves,expanded
target_entity_order,static_outer__cup_box__named_shelves__expanded__reference_first__target_first,static_outer__cup_box__named_shelves__expanded__reference_first__reference_first,static_placement,static_outer,cup_box,named_shelves,expanded
evidence_type,static_outer__cup_box__named_shelves__expanded__reference_first__target_first,static_outer__cup_box__measured_height__expanded__reference_first__target_first,static_placement,static_outer,cup_box,named_shelves,expanded
evidence_type,static_outer__cup_box__named_shelves__expanded__reference_first__target_first,static_outer__cup_box__numbered_steps__expanded__reference_first__target_first,static_placement,static_outer,cup_box,named_shelves,expanded
evidence_type,static_outer__cup_box__named_shelves__expanded__reference_first__target_first,static_outer__cup_box__numbered_floors__expanded__reference_first__target_first,static_placement,static_outer,cup_box,named_shelves,expanded
evidence_type,static_outer__cup_box__named_shelves__expanded__reference_first__reference_first,static_outer__cup_box__measured_height__expanded__reference_first__reference_first,static_placement,static_outer,cup_box,named_shelves,expanded
evidence_type,static_outer__cup_box__named_shelves__expanded__reference_first__reference_first,static_outer__cup_box__numbered_steps__expanded__reference_first__reference_first,static_placement,static_outer,cup_box,named_shelves,expanded
evidence_type,static_outer__cup_box__named_shelves__expanded__reference_first__reference_first,static_outer__cup_box__numbered_floors__expanded__reference_first__reference_first,static_placement,static_outer,cup_box,named_shelves,expanded
context_entity_order,static_outer__cup_box__measured_height__compact__target_first__target_first,static_outer__cup_box__measured_height__compact__reference_first__target_first,static_placement,static_outer,cup_box,measured_height,compact
target_entity_order,static_outer__cup_box__measured_height__compact__target_first__target_first,static_outer__cup_box__measured_height__compact__target_first__reference_first,static_placement,static_outer,cup_box,measured_height,compact
length_band,static_outer__cup_box__measured_height__compact__target_first__target_first,static_outer__cup_box__measured_height__standard__target_first__target_first,static_placement,static_outer,cup_box,measured_height,compact
length_band,static_outer__cup_box__measured_height__compact__target_first__target_first,static_outer__cup_box__measured_height__expanded__target_first__target_first,static_placement,static_outer,cup_box,measured_height,compact
context_entity_order,static_outer__cup_box__measured_height__compact__target_first__reference_first,static_outer__cup_box__measured_height__compact__reference_first__reference_first,static_placement,static_outer,cup_box,measured_height,compact
length_band,static_outer__cup_box__measured_height__compact__target_first__reference_first,static_outer__cup_box__measured_height__standard__target_first__reference_first,static_placement,static_outer,cup_box,measured_height,compact
length_band,static_outer__cup_box__measured_height__compact__target_first__reference_first,static_outer__cup_box__measured_height__expanded__target_first__reference_first,static_placement,static_outer,cup_box,measured_height,compact
target_entity_order,static_outer__cup_box__measured_height__compact__reference_first__target_first,static_outer__cup_box__measured_height__compact__reference_first__reference_first,static_placement,static_outer,cup_box,measured_height,compact
length_band,static_outer__cup_box__measured_height__compact__reference_first__target_first,static_outer__cup_box__measured_height__standard__reference_first__target_first,static_placement,static_outer,cup_box,measured_height,compact
length_band,static_outer__cup_box__measured_height__compact__reference_first__target_first,static_outer__cup_box__measured_height__expanded__reference_first__target_first,static_placement,static_outer,cup_box,measured_height,compact
length_band,static_outer__cup_box__measured_height__compact__reference_first__reference_first,static_outer__cup_box__measured_height__standard__reference_first__reference_first,static_placement,static_outer,cup_box,measured_height,compact
length_band,static_outer__cup_box__measured_height__compact__reference_first__reference_first,static_outer__cup_box__measured_height__expanded__reference_first__reference_first,static_placement,static_outer,cup_box,measured_height,compact
context_entity_order,static_outer__cup_box__measured_height__standard__target_first__target_first,static_outer__cup_box__measured_height__standard__reference_first__target_first,static_placement,static_outer,cup_box,measured_height,standard
target_entity_order,static_outer__cup_box__measured_height__standard__target_first__target_first,static_outer__cup_box__measured_height__standard__target_first__reference_first,static_placement,static_outer,cup_box,measured_height,standard
context_entity_order,static_outer__cup_box__measured_height__standard__target_first__reference_first,static_outer__cup_box__measured_height__standard__reference_first__reference_first,static_placement,static_outer,cup_box,measured_height,standard
target_entity_order,static_outer__cup_box__measured_height__standard__reference_first__target_first,static_outer__cup_box__measured_height__standard__reference_first__reference_first,static_placement,static_outer,cup_box,measured_height,standard
context_entity_order,static_outer__cup_box__measured_height__expanded__target_first__target_first,static_outer__cup_box__measured_height__expanded__reference_first__target_first,static_placement,static_outer,cup_box,measured_height,expanded
