probe_id,probe_version,scene_id,scene_role,name_id,object_id,condition_id,context_structure,context_entity_order,target_order,reverses_context_entity_order,evidence_type,setting,assumption,include_in_primary_scene_summary,gold_requires_unstated_worn_shoes,Context1,Context2,Target1,Target2,Context1_word_count,Context1_token_count,Context2_word_count,Context2_token_count,Target1_word_count,Target1_token_count,Target2_word_count,Target2_token_count,source_probe_id,source_probe_version,probe_type,far_wording_match_id,close_evidence_type,close_context_structure,far_context_entity_order,far_variant_id,far_evidence_type,far_setting_explicit,far_target_repeats_context,far_context_structure
between_feet__name_0__obj_book__physical_placement__person_first,1.0,between_feet,main,name_0,obj_book,physical_placement,object_subject,object_first,person_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,The book is between Maya's feet.,The book is across the full length of a long gym from Maya.,Maya is close to the book.,Maya is far from the book.,7,8,13,14,6,8,6,8,between_feet__name_0__obj_book__physical_placement__person_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement__person_first,body_part,object_subject,object_first,across_space,large_space_separation,True,False,object_subject
between_feet__name_0__obj_book__physical_placement__person_first__far_direct_far,1.0,between_feet,main,name_0,obj_book,physical_placement,object_subject,object_first,person_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,The book is between Maya's feet.,The book is far from Maya.,Maya is close to the book.,Maya is far from the book.,7,8,6,7,6,8,6,8,between_feet__name_0__obj_book__physical_placement__person_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement__person_first,body_part,object_subject,object_first,direct_far,explicit_relation,False,False,object_subject
between_feet__name_0__obj_book__physical_placement__person_first__far_synonym_distant,1.0,between_feet,main,name_0,obj_book,physical_placement,object_subject,object_first,person_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,The book is between Maya's feet.,The book is distant from Maya.,Maya is close to the book.,Maya is far from the book.,7,8,6,7,6,8,6,8,between_feet__name_0__obj_book__physical_placement__person_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement__person_first,body_part,object_subject,object_first,synonym_distant,distance_synonym,False,False,object_subject
between_feet__name_0__obj_book__physical_placement__person_first__far_large_distance,1.0,between_feet,main,name_0,obj_book,physical_placement,object_subject,object_first,person_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,The book is between Maya's feet.,The book and Maya are separated by a large distance.,Maya is close to the book.,Maya is far from the book.,7,8,10,11,6,8,6,8,between_feet__name_0__obj_book__physical_placement__person_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement__person_first,body_part,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
between_feet__name_0__obj_book__physical_placement__object_first,1.0,between_feet,main,name_0,obj_book,physical_placement,object_subject,object_first,object_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,The book is between Maya's feet.,The book is across the full length of a long gym from Maya.,The book is close to Maya.,The book is far from Maya.,7,8,13,14,6,7,6,7,between_feet__name_0__obj_book__physical_placement__object_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement__object_first,body_part,object_subject,object_first,across_space,large_space_separation,True,False,object_subject
between_feet__name_0__obj_book__physical_placement__object_first__far_direct_far,1.0,between_feet,main,name_0,obj_book,physical_placement,object_subject,object_first,object_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,The book is between Maya's feet.,The book is far from Maya.,The book is close to Maya.,The book is far from Maya.,7,8,6,7,6,7,6,7,between_feet__name_0__obj_book__physical_placement__object_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement__object_first,body_part,object_subject,object_first,direct_far,explicit_relation,False,True,object_subject
between_feet__name_0__obj_book__physical_placement__object_first__far_synonym_distant,1.0,between_feet,main,name_0,obj_book,physical_placement,object_subject,object_first,object_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,The book is between Maya's feet.,The book is distant from Maya.,The book is close to Maya.,The book is far from Maya.,7,8,6,7,6,7,6,7,between_feet__name_0__obj_book__physical_placement__object_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement__object_first,body_part,object_subject,object_first,synonym_distant,distance_synonym,False,False,object_subject
between_feet__name_0__obj_book__physical_placement__object_first__far_large_distance,1.0,between_feet,main,name_0,obj_book,physical_placement,object_subject,object_first,object_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,The book is between Maya's feet.,The book and Maya are separated by a large distance.,The book is close to Maya.,The book is far from Maya.,7,8,10,11,6,7,6,7,between_feet__name_0__obj_book__physical_placement__object_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement__object_first,body_part,object_subject,object_first,large_distance,distance_magnitude_phrase,False,False,coordinated_entities
between_feet__name_0__obj_book__physical_placement_fronted__person_first,1.0,between_feet,main,name_0,obj_book,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Maya's feet is the book.,Across the full length of a long gym from Maya is the book.,Maya is close to the book.,Maya is far from the book.,7,8,13,14,6,8,6,8,between_feet__name_0__obj_book__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement_fronted__person_first,body_part,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
between_feet__name_0__obj_book__physical_placement_fronted__person_first__far_direct_far,1.0,between_feet,main,name_0,obj_book,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Maya's feet is the book.,Far from Maya is the book.,Maya is close to the book.,Maya is far from the book.,7,8,6,7,6,8,6,8,between_feet__name_0__obj_book__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement_fronted__person_first,body_part,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
between_feet__name_0__obj_book__physical_placement_fronted__person_first__far_synonym_distant,1.0,between_feet,main,name_0,obj_book,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Maya's feet is the book.,Distant from Maya is the book.,Maya is close to the book.,Maya is far from the book.,7,8,6,8,6,8,6,8,between_feet__name_0__obj_book__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement_fronted__person_first,body_part,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
between_feet__name_0__obj_book__physical_placement_fronted__person_first__far_large_distance,1.0,between_feet,main,name_0,obj_book,physical_placement_fronted,fronted_location,person_first,person_first,False,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Maya's feet is the book.,A large distance separates Maya and the book.,Maya is close to the book.,Maya is far from the book.,7,8,8,9,6,8,6,8,between_feet__name_0__obj_book__physical_placement_fronted__person_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement_fronted__person_first,body_part,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
between_feet__name_0__obj_book__physical_placement_fronted__object_first,1.0,between_feet,main,name_0,obj_book,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Maya's feet is the book.,Across the full length of a long gym from Maya is the book.,The book is close to Maya.,The book is far from Maya.,7,8,13,14,6,7,6,7,between_feet__name_0__obj_book__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement_fronted__object_first,body_part,fronted_location,person_first,across_space,large_space_separation,True,False,fronted_location
between_feet__name_0__obj_book__physical_placement_fronted__object_first__far_direct_far,1.0,between_feet,main,name_0,obj_book,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Maya's feet is the book.,Far from Maya is the book.,The book is close to Maya.,The book is far from Maya.,7,8,6,7,6,7,6,7,between_feet__name_0__obj_book__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement_fronted__object_first,body_part,fronted_location,person_first,direct_far,explicit_relation,False,False,fronted_location
between_feet__name_0__obj_book__physical_placement_fronted__object_first__far_synonym_distant,1.0,between_feet,main,name_0,obj_book,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Maya's feet is the book.,Distant from Maya is the book.,The book is close to Maya.,The book is far from Maya.,7,8,6,8,6,7,6,7,between_feet__name_0__obj_book__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement_fronted__object_first,body_part,fronted_location,person_first,synonym_distant,distance_synonym,False,False,fronted_location
between_feet__name_0__obj_book__physical_placement_fronted__object_first__far_large_distance,1.0,between_feet,main,name_0,obj_book,physical_placement_fronted,fronted_location,person_first,object_first,True,body_part,gym,Body-part location anchors the object to the person.,True,False,Between Maya's feet is the book.,A large distance separates Maya and the book.,The book is close to Maya.,The book is far from Maya.,7,8,8,9,6,7,6,7,between_feet__name_0__obj_book__physical_placement_fronted__object_first,1.0,close_far_far_wording_controls,between_feet__name_0__obj_book__physical_placement_fronted__object_first,body_part,fronted_location,person_first,large_distance,distance_magnitude_phrase,False,False,distance_subject
